id,epic_points_1,epic_points_2,epic_points_3,epic_points_4,epic_points_5,rare_points_1,rare_points_2,rare_points_3,rare_points_4,rare_points_5,uncm_points_1,uncm_points_2,uncm_points_3,uncm_points_4,uncm_points_5
217,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
218,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
219,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
220,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
221,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
222,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
223,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
224,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
225,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
226,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
227,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
228,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
229,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
230,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
231,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
232,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
233,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
234,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
235,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
236,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
237,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
238,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
239,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
240,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
241,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
242,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
243,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
244,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
245,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
246,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
247,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
248,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
249,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
250,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
251,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
252,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
253,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
254,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
255,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
256,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
257,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
258,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
259,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
260,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
261,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
262,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
263,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
264,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
265,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
266,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
267,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
268,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
269,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
270,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
271,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
272,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
273,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
274,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
275,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
276,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
277,55,41,31,23,17,52,39,29,22,16,47,35,26,20,15
279,55,41,31,23,17,52,39,29,22,16,48,36,27,20,15
280,55,41,31,23,17,52,39,29,22,16,48,36,27,20,15
281,55,41,31,23,17,52,39,29,22,16,48,36,27,20,15
282,55,41,31,23,17,52,39,29,22,16,48,36,27,20,15
283,55,41,31,23,17,52,39,29,22,16,48,36,27,20,15
284,55,41,31,23,17,52,39,29,22,16,48,36,27,20,15
285,55,41,31,23,17,52,39,29,22,16,48,36,27,20,15
286,55,41,31,23,17,52,39,29,22,16,48,36,27,20,15
287,55,41,31,23,17,52,39,29,22,16,48,36,27,20,15
288,55,41,31,23,17,52,39,29,22,16,48,36,27,20,15
290,55,41,31,23,17,52,39,29,22,16,49,37,28,21,16
293,56,42,32,24,18,52,39,29,22,16,50,38,28,21,16
294,56,42,32,24,18,52,39,29,22,16,50,38,28,21,16
296,56,42,32,24,18,52,39,29,22,16,51,38,29,22,16
298,56,42,32,24,18,52,39,29,22,16,52,39,29,22,16
299,56,42,32,24,18,52,39,29,22,16,52,39,29,22,16
301,56,42,32,24,18,53,40,30,23,17,53,40,30,22,17
302,56,42,32,24,18,53,40,30,23,17,53,40,30,22,17
303,56,42,32,24,18,53,40,30,23,17,53,40,30,22,17
304,56,42,32,24,18,53,40,30,23,17,53,40,30,22,17
306,57,43,32,24,18,54,41,30,23,17,54,41,30,23,17
307,57,43,32,24,18,54,41,30,23,17,54,41,30,23,17
308,57,43,32,24,18,54,41,30,23,17,54,41,30,23,17
309,57,43,32,24,18,54,41,30,23,17,54,41,30,23,17
310,57,43,32,24,18,54,41,30,23,17,54,41,30,23,17
311,57,43,32,24,18,54,41,30,23,17,54,41,30,23,17
312,57,43,32,24,18,54,41,30,23,17,54,41,30,23,17
313,57,43,32,24,18,54,41,30,23,17,54,41,30,23,17
314,57,43,32,24,18,54,41,30,23,17,54,41,30,23,17
315,57,43,32,24,18,54,41,30,23,17,54,41,30,23,17
316,57,43,32,24,18,54,41,30,23,17,54,41,30,23,17
318,57,43,32,24,18,55,41,31,24,17,54,41,30,23,17
320,58,44,33,24,18,55,41,31,24,17,54,41,30,23,17
321,58,44,33,24,18,55,41,31,24,17,54,41,30,23,17
322,58,44,33,24,18,55,41,31,24,17,54,41,30,23,17
323,58,44,33,24,18,55,41,31,24,17,54,41,30,23,17
324,58,44,33,24,18,55,41,31,24,17,54,41,30,23,17
326,58,44,33,24,18,56,42,32,24,18,54,41,30,23,17
327,58,44,33,24,18,56,42,32,24,18,54,41,30,23,17
328,58,44,33,24,18,56,42,32,24,18,54,41,30,23,17
329,58,44,33,24,18,56,42,32,24,18,54,41,30,23,17
330,58,44,33,24,18,56,42,32,24,18,54,41,30,23,17
331,58,44,33,24,18,56,42,32,24,18,54,41,30,23,17
334,59,44,33,25,19,57,43,32,24,18,54,41,30,23,17
335,59,44,33,25,19,57,43,32,24,18,54,41,30,23,17
336,59,44,33,25,19,57,43,32,24,18,54,41,30,23,17
337,59,44,33,25,19,57,43,32,24,18,54,41,30,23,17
338,59,44,33,25,19,57,43,32,24,18,54,41,30,23,17
339,59,44,33,25,19,57,43,32,24,18,54,41,30,23,17
340,59,44,33,25,19,57,43,32,24,18,54,41,30,23,17
341,59,44,33,25,19,57,43,32,24,18,54,41,30,23,17
342,59,44,33,25,19,57,43,32,24,18,54,41,30,23,17
343,59,44,33,25,19,57,43,32,24,18,54,41,30,23,17
344,59,44,33,25,19,57,43,32,24,18,54,41,30,23,17
345,59,44,33,25,19,57,43,32,24,18,54,41,30,23,17
347,60,45,34,25,19,58,44,33,25,18,54,41,30,23,17
348,60,45,34,25,19,58,44,33,25,18,54,41,30,23,17
349,60,45,34,25,19,58,44,33,25,18,54,41,30,23,17
350,60,45,34,25,19,58,44,33,25,18,54,41,30,23,17
351,60,45,34,25,19,58,44,33,25,18,54,41,30,23,17
352,60,45,34,25,19,58,44,33,25,18,54,41,30,23,17
353,60,45,34,25,19,58,44,33,25,18,54,41,30,23,17
354,60,45,34,25,19,58,44,33,25,18,54,41,30,23,17
355,60,45,34,25,19,58,44,33,25,18,54,41,30,23,17
356,60,45,34,25,19,58,44,33,25,18,54,41,30,23,17
357,60,45,34,25,19,58,44,33,25,18,54,41,30,23,17
358,60,45,34,25,19,58,44,33,25,18,54,41,30,23,17
360,61,46,34,26,19,58,44,33,25,18,54,41,30,23,17
361,61,46,34,26,19,58,44,33,25,18,54,41,30,23,17
362,61,46,34,26,19,58,44,33,25,18,54,41,30,23,17
363,61,46,34,26,19,58,44,33,25,18,54,41,30,23,17
365,61,46,34,26,19,59,44,33,25,19,54,41,30,23,17
366,61,46,34,26,19,59,44,33,25,19,54,41,30,23,17
367,61,46,34,26,19,59,44,33,25,19,54,41,30,23,17
368,61,46,34,26,19,59,44,33,25,19,54,41,30,23,17
369,61,46,34,26,19,59,44,33,25,19,54,41,30,23,17
370,61,46,34,26,19,59,44,33,25,19,54,41,30,23,17
371,61,46,34,26,19,59,44,33,25,19,54,41,30,23,17
372,61,46,34,26,19,59,44,33,25,19,54,41,30,23,17
373,61,46,34,26,19,59,44,33,25,19,54,41,30,23,17
374,61,46,34,26,19,59,44,33,25,19,54,41,30,23,17
375,61,46,34,26,19,59,44,33,25,19,54,41,30,23,17
376,61,46,34,26,19,59,44,33,25,19,54,41,30,23,17
377,61,46,34,26,19,59,44,33,25,19,54,41,30,23,17
379,61,46,34,26,19,59,44,33,25,19,55,41,31,23,17
380,61,46,34,26,19,59,44,33,25,19,55,41,31,23,17
381,61,46,34,26,19,59,44,33,25,19,55,41,31,23,17
383,61,46,34,26,19,60,45,34,26,19,55,41,31,23,17
384,61,46,34,26,19,60,45,34,26,19,55,41,31,23,17
386,61,46,34,26,19,60,45,34,26,19,56,42,32,24,18
387,61,46,34,26,19,60,45,34,26,19,56,42,32,24,18
388,61,46,34,26,19,60,45,34,26,19,56,42,32,24,18
389,61,46,34,26,19,60,45,34,26,19,56,42,32,24,18
390,61,46,34,26,19,60,45,34,26,19,56,42,32,24,18
391,61,46,34,26,19,60,45,34,26,19,56,42,32,24,18
392,61,46,34,26,19,60,45,34,26,19,56,42,32,24,18
393,61,46,34,26,19,60,45,34,26,19,56,42,32,24,18
394,61,46,34,26,19,60,45,34,26,19,56,42,32,24,18
395,61,46,34,26,19,60,45,34,26,19,56,42,32,24,18
396,61,46,34,26,19,60,45,34,26,19,56,42,32,24,18
397,61,46,34,26,19,60,45,34,26,19,56,42,32,24,18
398,61,46,34,26,19,60,45,34,26,19,56,42,32,24,18
401,61,46,34,26,19,61,46,34,26,19,57,43,32,24,18
402,61,46,34,26,19,61,46,34,26,19,57,43,32,24,18
403,61,46,34,26,19,61,46,34,26,19,57,43,32,24,18
404,61,46,34,26,19,61,46,34,26,19,57,43,32,24,18
405,61,46,34,26,19,61,46,34,26,19,57,43,32,24,18
406,61,46,34,26,19,61,46,34,26,19,57,43,32,24,18
408,61,46,34,26,19,61,46,34,26,19,58,44,33,24,18
409,61,46,34,26,19,61,46,34,26,19,58,44,33,24,18
410,61,46,34,26,19,61,46,34,26,19,58,44,33,24,18
411,61,46,34,26,19,61,46,34,26,19,58,44,33,24,18
412,61,46,34,26,19,61,46,34,26,19,58,44,33,24,18
413,61,46,34,26,19,61,46,34,26,19,58,44,33,24,18
414,61,46,34,26,19,61,46,34,26,19,58,44,33,24,18
415,61,46,34,26,19,61,46,34,26,19,58,44,33,24,18
417,61,46,34,26,19,61,46,34,26,19,59,44,33,25,19
419,62,47,35,26,20,62,47,35,27,20,59,44,33,25,19
420,62,47,35,26,20,62,47,35,27,20,59,44,33,25,19
421,62,47,35,26,20,62,47,35,27,20,59,44,33,25,19
422,62,47,35,26,20,62,47,35,27,20,59,44,33,25,19
424,62,47,35,26,20,62,47,35,27,20,60,45,34,25,19
425,62,47,35,26,20,62,47,35,27,20,60,45,34,25,19
426,62,47,35,26,20,62,47,35,27,20,60,45,34,25,19
427,62,47,35,26,20,62,47,35,27,20,60,45,34,25,19
428,62,47,35,26,20,62,47,35,27,20,60,45,34,25,19
430,62,47,35,26,20,62,47,35,27,20,61,46,34,26,19
431,62,47,35,26,20,62,47,35,27,20,61,46,34,26,19
432,62,47,35,26,20,62,47,35,27,20,61,46,34,26,19
434,62,47,35,27,20,62,47,35,27,20,62,47,35,27,20
436,63,47,35,27,20,63,47,35,27,20,62,47,35,27,20
438,63,47,35,27,20,63,47,35,27,20,63,47,35,27,20
439,63,47,35,27,20,63,47,35,27,20,63,47,35,27,20
440,63,47,35,27,20,63,47,35,27,20,63,47,35,27,20
441,63,47,35,27,20,63,47,35,27,20,63,47,35,27,20
442,63,47,35,27,20,63,47,35,27,20,63,47,35,27,20
443,63,47,35,27,20,63,47,35,27,20,63,47,35,27,20
445,64,48,36,27,20,64,48,36,27,20,64,48,36,27,20
446,64,48,36,27,20,64,48,36,27,20,64,48,36,27,20
447,64,48,36,27,20,64,48,36,27,20,64,48,36,27,20
448,64,48,36,27,20,64,48,36,27,20,64,48,36,27,20
449,64,48,36,27,20,64,48,36,27,20,64,48,36,27,20
451,65,49,37,28,21,65,49,37,28,21,65,49,37,28,21
452,65,49,37,28,21,65,49,37,28,21,65,49,37,28,21
453,65,49,37,28,21,65,49,37,28,21,65,49,37,28,21
454,65,49,37,28,21,65,49,37,28,21,65,49,37,28,21
455,65,49,37,28,21,65,49,37,28,21,65,49,37,28,21
456,65,49,37,28,21,65,49,37,28,21,65,49,37,28,21
458,66,50,37,28,21,66,50,37,28,21,66,50,37,28,21
459,66,50,37,28,21,66,50,37,28,21,66,50,37,28,21
460,66,50,37,28,21,66,50,37,28,21,66,50,37,28,21
461,66,50,37,28,21,66,50,37,28,21,66,50,37,28,21
462,66,50,37,28,21,66,50,37,28,21,66,50,37,28,21
465,68,51,38,29,22,68,51,38,29,22,68,51,38,29,22
468,70,53,39,30,22,70,53,39,30,22,70,53,39,30,22
471,72,54,41,31,23,72,54,41,31,23,72,54,41,31,23
474,74,56,42,32,23,74,56,42,32,23,74,56,42,32,23
477,76,57,43,33,24,76,57,43,33,24,76,57,43,33,24
480,78,59,44,33,25,78,59,44,33,25,78,59,44,33,25
484,81,61,46,35,26,81,61,46,35,26,81,61,46,35,26
489,85,64,48,36,27,85,64,48,36,27,85,64,48,36,27
494,89,67,50,38,28,89,67,50,38,28,89,67,50,38,28
501,95,71,53,41,30,95,71,53,41,30,95,71,53,41,30
1001,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1002,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1003,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1004,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1005,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1006,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1007,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1008,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1009,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1010,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1011,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1012,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1013,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1014,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1015,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1016,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1017,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1018,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1019,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1020,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1021,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1022,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1023,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1024,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1025,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1026,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1027,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1028,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1029,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1030,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1031,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1032,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1033,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1034,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1035,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1036,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1037,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1038,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1039,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1040,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1041,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1042,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1043,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1044,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1045,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1046,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1047,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1048,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1049,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1050,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1051,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1052,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1053,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1054,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1055,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1056,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1057,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1058,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1059,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1060,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1061,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1062,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1063,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1064,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1065,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1066,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1067,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1068,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1069,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1070,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1071,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1072,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1073,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1074,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1075,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1076,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1077,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1078,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1079,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1080,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1081,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1082,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1083,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1084,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1085,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1086,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1087,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1088,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1089,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1090,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1091,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1092,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1093,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1094,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1095,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1096,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1097,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1098,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1099,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1100,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1101,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1102,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1103,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1104,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1105,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1106,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1107,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1108,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1109,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1110,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1111,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1112,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1113,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1114,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1115,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1116,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1117,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1118,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1119,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1120,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1121,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1122,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1123,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1124,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1125,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1126,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1127,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1128,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1129,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1130,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1131,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1132,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1133,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1134,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1135,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1136,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1137,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1138,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1139,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
1140,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157,9978,7484,5613,4276,3157
